path,split,style,macro,tags_clean,pic_name,user_name
D:\leo\dataset_teste\robisto\chictopia\delightfullytacky\106235.jpg,train,urban,TRENDY_ECLECTIC,"yellow,worn as top,modcloth dress,pink,vintage sunglasses,blue,thrifted skirt,red,blowfish wedges,",106235.jpg,delightfullytacky
D:\leo\dataset_teste\robisto\chictopia\MissRux\34639.jpg,train,rocker,EXPRESSIVE,"moa boots,black,persun jacket,black,no name t-shirt,http-bitly-1kor4dr,choies.com ring,black,http-bi",34639.jpg,MissRux
D:\leo\dataset_teste\robisto\chictopia\Confashions\2616.jpg,train,casual,CASUAL_BASICO,"gray,maxi,monki dress,black,leather,zara jacket,tawny,vans sneakers,",2616.jpg,Confashions
D:\leo\dataset_teste\robisto\chictopia\Aibina\14591.jpg,train,casual,CASUAL_BASICO,"black,l/artigiano di riccione boots,black,sheinside jeans,black,sheinside jacket,white,sheinside swe",14591.jpg,Aibina
D:\leo\dataset_teste\robisto\chictopia\Novarinna\136348.jpg,train,bohemian,EXPRESSIVE,"light brown,straw,bag,heather gray,crop,top,black,black pleats,zara skirt,dark khaki,gold black,zara",136348.jpg,Novarinna
D:\leo\dataset_teste\robisto\chictopia\Anuta\102141.jpg,train,eclectic,TRENDY_ECLECTIC,"forest green,zara sweater,chartreuse,h&m scarf,brown,massimo dutti bag,",102141.jpg,Anuta
D:\leo\dataset_teste\robisto\chictopia\2NU\93790.jpg,train,elegant,CHIC_ROMANTIC,"mustard,primark shoes,turquoise blue,2nu skirt,salmon,2nu bodysuit,",93790.jpg,2NU
D:\leo\dataset_teste\robisto\chictopia\PaulineLG\105913.jpg,train,basic,CASUAL_BASICO,"heather gray,bodychain,zaful necklace,",105913.jpg,PaulineLG
D:\leo\dataset_teste\robisto\chictopia\theflightoffancy\229272.jpg,train,comfortable,CASUAL_BASICO,"second hand dress,h&m tights,old navy cardigan,",229272.jpg,theflightoffancy
D:\leo\dataset_teste\robisto\chictopia\jazzyhwang\13273.jpg,train,basic,CASUAL_BASICO,"heather gray,gap jacket,",13273.jpg,jazzyhwang
D:\leo\dataset_teste\robisto\chictopia\FashionisaPlayground\68317.jpg,train,trendy,TRENDY_ECLECTIC,"zara outfit shirt,",68317.jpg,FashionisaPlayground
D:\leo\dataset_teste\robisto\chictopia\CaptainCharley\168198.jpg,train,comfortable,CASUAL_BASICO,"black,polka dot,romwe dress,red,apple print,romwe dress,navy,sailor style,romwe dress,lime green,lac",168198.jpg,CaptainCharley
D:\leo\dataset_teste\robisto\chictopia\alinaceusan\70464.jpg,train,basic,CASUAL_BASICO,"blue,top shop bodysuit,mustard,h&m accessories,bronze,la perla heels,",70464.jpg,alinaceusan
D:\leo\dataset_teste\robisto\chictopia\taryncruz\292625.jpg,train,elegant,CHIC_ROMANTIC,"hot pink,mori lee dress,",292625.jpg,taryncruz
D:\leo\dataset_teste\robisto\chictopia\nobz\42542.jpg,train,urban,TRENDY_ECLECTIC,"beacon/s closet dress,",42542.jpg,nobz
D:\leo\dataset_teste\robisto\chictopia\Fashion27\127148.jpg,train,eclectic,TRENDY_ECLECTIC,"h&m shoes,",127148.jpg,Fashion27
D:\leo\dataset_teste\robisto\chictopia\AiB\12509.jpg,train,elegant,CHIC_ROMANTIC,"gold,hand-made,accessories,",12509.jpg,AiB
D:\leo\dataset_teste\robisto\chictopia\CarolPerez\82252.jpg,train,casual,CASUAL_BASICO,"blue,chloe boots,white,nordstrom shirt,crimson,louis vuitton bag,",82252.jpg,CarolPerez
D:\leo\dataset_teste\robisto\chictopia\Ramona_C\44340.jpg,train,classic,CASUAL_BASICO,"navy,miss kg shoes,navy,striped,h&m sweater,red,striped,liz claiborne new york bag,white,ralph laure",44340.jpg,Ramona_C
D:\leo\dataset_teste\robisto\chictopia\Badman\84936.jpg,train,eclectic,TRENDY_ECLECTIC,"black,leather with union jack detail,dr. martens boots,black,jsg jacket,bronze,second-hand,hanjiro s",84936.jpg,Badman
D:\leo\dataset_teste\robisto\chictopia\CharlotteK\74414.jpg,train,elegant,CHIC_ROMANTIC,"brick red,deichmann boots,dark brown,oasis coat,white,turtleneck,sweater,dark brown,orsay bag,brown,",74414.jpg,CharlotteK
D:\leo\dataset_teste\robisto\chictopia\minou_t\221623.jpg,train,rocker,EXPRESSIVE,"black,jeffrey campbell boots,black,h&m hat,black,leather,h&m jacket,yellow,american apparel shirt,bl",221623.jpg,minou_t
D:\leo\dataset_teste\robisto\chictopia\KayraHeartFashion\142883.jpg,train,basic,CASUAL_BASICO,"gray,issey miyake cardigan,gray,uniqlo t-shirt,levi/s shorts,",142883.jpg,KayraHeartFashion
D:\leo\dataset_teste\robisto\chictopia\Adeline_R\69072.jpg,train,basic,CASUAL_BASICO,"white,selfmade michael jackson,petit bateau shirt,black,episode skirt,black,self ripped,tights,red,t",69072.jpg,Adeline_R
D:\leo\dataset_teste\robisto\chictopia\xanjelix\69049.jpg,train,comfortable,CASUAL_BASICO,"bubble gum,polka dot flat shoes ballet shoes ribbon,walnut shoes,",69049.jpg,xanjelix
D:\leo\dataset_teste\robisto\chictopia\Style4TheCamera\43473.jpg,train,rocker,EXPRESSIVE,"black,ankle,forever 21 boots,heather gray,forever 21 jeans,red,leather studded,forever 21 jacket,bla",43473.jpg,Style4TheCamera
D:\leo\dataset_teste\robisto\chictopia\EmmaZ\169512.jpg,train,comfortable,CASUAL_BASICO,"navy,seven jeans,maroon,infinity scarf gift from nonna,gift scarf,black,black and white stripped shi",169512.jpg,EmmaZ
D:\leo\dataset_teste\robisto\chictopia\lovelystyle\15252.jpg,train,trendy,TRENDY_ECLECTIC,"massimo dutti blazer,massimo dutti shirt,valentino bag,ahai shopping skirt,carolina boix heels,",15252.jpg,lovelystyle
D:\leo\dataset_teste\robisto\chictopia\SpanishMossVintage\188980.jpg,train,rocker,EXPRESSIVE,"black,peeps accessories,",188980.jpg,SpanishMossVintage
D:\leo\dataset_teste\robisto\chictopia\disarmingdarling\83078.jpg,train,eclectic,TRENDY_ECLECTIC,"velvet burnout,thrifted blouse,open knit,thrifted top,motorcycle,harley davidson boots,",83078.jpg,disarmingdarling
D:\leo\dataset_teste\robisto\chictopia\MarieRoget\266037.jpg,train,casual,CASUAL_BASICO,"tan,trench coat,black,pull & bear jeans,sky blue,mango jacket,dark gray,pull & bear sweater,dark bro",266037.jpg,MarieRoget
D:\leo\dataset_teste\robisto\chictopia\BossBill1\75678.jpg,train,casual,CASUAL_BASICO,"aquamarine,luli fama dress,mar y sol bag,aquamarine,vitamin a gold cosmo deluxe top & mix an swimwea",75678.jpg,BossBill1
D:\leo\dataset_teste\robisto\chictopia\JayLovesVintage\133228.jpg,train,classic,CASUAL_BASICO,,133228.jpg,JayLovesVintage
D:\leo\dataset_teste\robisto\chictopia\troprouge\225806.jpg,train,casual,CASUAL_BASICO,"pink,roxy top,beige,american apparel shorts,",225806.jpg,troprouge
D:\leo\dataset_teste\robisto\chictopia\JacquelineRose\39297.jpg,train,classic,CASUAL_BASICO,"black,lace-up wedge bootie,givenchy shoes,green,parker romper,sunner jumper,gold,filigree daisy cuff",39297.jpg,JacquelineRose
D:\leo\dataset_teste\robisto\chictopia\lissakahayon\18322.jpg,train,trendy,TRENDY_ECLECTIC,,18322.jpg,lissakahayon
D:\leo\dataset_teste\robisto\chictopia\Ashlove\109698.jpg,train,romantic,CHIC_ROMANTIC,"white,silk,thrifted blouse,red,pencil,bdg skirt,black,wedge,seychelles shoes,",109698.jpg,Ashlove
D:\leo\dataset_teste\robisto\chictopia\ShopAKIRA\62450.jpg,train,urban,TRENDY_ECLECTIC,"ivory,knit shredded star,akira sweater,black,knit shredded star,akira sweater,red,plaid panel silver",62450.jpg,ShopAKIRA
D:\leo\dataset_teste\robisto\chictopia\candy_ytal\230049.jpg,train,urban,TRENDY_ECLECTIC,"leather bag,anne klein bag,beaded gold,shoo in sandals,",230049.jpg,candy_ytal
D:\leo\dataset_teste\robisto\chictopia\DespiteColor\80811.jpg,train,elegant,CHIC_ROMANTIC,"zara scarf,",80811.jpg,DespiteColor
D:\leo\dataset_teste\robisto\chictopia\indelectalt\102937.jpg,train,casual,CASUAL_BASICO,"camel,jeffrey campbell boots,camel,muubaa jacket,dark brown,club monaco leggings,turquoise blue,deux",102937.jpg,indelectalt
D:\leo\dataset_teste\robisto\chictopia\grasiemercedes\203507.jpg,train,casual,CASUAL_BASICO,"brown,matisse boots,turquoise blue,heidi merrick skirt,gray,aerosmith concert tee t-shirt,",203507.jpg,grasiemercedes
D:\leo\dataset_teste\robisto\chictopia\Britt_Whit\39530.jpg,train,bohemian,EXPRESSIVE,"carrot orange,zara dress,brown,h&m purse,",39530.jpg,Britt_Whit
D:\leo\dataset_teste\robisto\chictopia\Rinoa151\268490.jpg,train,comfortable,CASUAL_BASICO,"tawny,cybul,steve madden boots,blue jeans,light pink,drape front,express top,heather gray,h&m cardig",268490.jpg,Rinoa151
D:\leo\dataset_teste\robisto\chictopia\MiuMiuBlog\130279.jpg,train,romantic,CHIC_ROMANTIC,"choies skirt,",130279.jpg,MiuMiuBlog
D:\leo\dataset_teste\robisto\chictopia\Annachiara\22943.jpg,train,romantic,CHIC_ROMANTIC,"pink,garden collection dress,h&m dress,white,long earrings,no brand earrings,",22943.jpg,Annachiara
D:\leo\dataset_teste\robisto\chictopia\camren103\160223.jpg,train,comfortable,CASUAL_BASICO,"denim,vintage jacket,shark printed,h&m men shirt,mirrored,gate sunglasses,spiked,primark necklace,pr",160223.jpg,camren103
D:\leo\dataset_teste\robisto\chictopia\FashionMeetsGod\61093.jpg,train,bohemian,EXPRESSIVE,"hot pink,aztec print,shoes,navy,forever 21 jeans,black,fringe,h&m purse,black,crochet,cardigan,hot p",61093.jpg,FashionMeetsGod
D:\leo\dataset_teste\robisto\chictopia\melephant13\282928.jpg,train,rocker,EXPRESSIVE,"black,sperry boots,black,h&m dress,black,h&m hat,black,forever 21 jacket,yellow,forever 21 leggings,",282928.jpg,melephant13
D:\leo\dataset_teste\robisto\chictopia\lucyrunaways\122394.jpg,train,urban,TRENDY_ECLECTIC,"orange,azuki shorts,black,paper scissors top,",122394.jpg,lucyrunaways
D:\leo\dataset_teste\robisto\chictopia\cinnamonsweet\223185.jpg,train,basic,CASUAL_BASICO,"circle neck,outfit shirt,",223185.jpg,cinnamonsweet
D:\leo\dataset_teste\robisto\chictopia\styleseeking_nesli\284002.jpg,train,comfortable,CASUAL_BASICO,,284002.jpg,styleseeking_nesli
D:\leo\dataset_teste\robisto\chictopia\Dominiquetiu\12179.jpg,train,comfortable,CASUAL_BASICO,"brown,genevieve gozum hat,blue,giordano blouse,pink,little caviar skirt,brown,hong kong belt,brown,b",12179.jpg,Dominiquetiu
D:\leo\dataset_teste\robisto\chictopia\midniteblues\128712.jpg,train,rocker,EXPRESSIVE,"h&m dress,",128712.jpg,midniteblues
D:\leo\dataset_teste\robisto\chictopia\alanaruas\83457.jpg,train,elegant,CHIC_ROMANTIC,"brechicafã© shirt,leather,brechicafã© bag,renner sunglasses,zara pants,santa lolla heels,belly dance",83457.jpg,alanaruas
D:\leo\dataset_teste\robisto\chictopia\Revolta_Freedom\234775.jpg,train,basic,CASUAL_BASICO,,234775.jpg,Revolta_Freedom
D:\leo\dataset_teste\robisto\chictopia\ambebi\131039.jpg,train,comfortable,CASUAL_BASICO,"neutral,personalized,converse shoes,blue,denim,mossimo shorts,hot pink,racerback cotton,mango top,bu",131039.jpg,ambebi
D:\leo\dataset_teste\robisto\chictopia\amelie240\13841.jpg,train,urban,TRENDY_ECLECTIC,"yellow,cos skirt,periwinkle,sophia webster heels,",13841.jpg,amelie240
D:\leo\dataset_teste\robisto\chictopia\VickyViolet\189428.jpg,train,comfortable,CASUAL_BASICO,"black,skinny,river island jeans,navy,striped,new yorker t-shirt,burnt orange,clarks sandals,",189428.jpg,VickyViolet
D:\leo\dataset_teste\robisto\chictopia\luluetty\3634.jpg,train,classic,CASUAL_BASICO,"blue,lulu letty,modcloth dress,beige,straw,urban outfitters hat,blue,madras,j.crew belt,gold,king sp",3634.jpg,luluetty
D:\leo\dataset_teste\robisto\chictopia\fashionophile\123273.jpg,train,romantic,CHIC_ROMANTIC,"tan,ames suede,asos boots,gold,the natalie gold glitter,disco pony dress,white,spotted feather ear",123273.jpg,fashionophile
D:\leo\dataset_teste\robisto\chictopia\ADDICTBEICONIC\94542.jpg,train,elegant,CHIC_ROMANTIC,"girissima dress,girissima jacket,",94542.jpg,ADDICTBEICONIC
D:\leo\dataset_teste\robisto\chictopia\Princessesisi\137156.jpg,train,comfortable,CASUAL_BASICO,"jonak boots,mango coat,zara jeans,vintage hat,petit bateau sweater,",137156.jpg,Princessesisi
D:\leo\dataset_teste\robisto\chictopia\JadeTurner\186846.jpg,train,bohemian,EXPRESSIVE,"dark gray,urban outfitters shirt,black,primark skirt,",186846.jpg,JadeTurner
D:\leo\dataset_teste\robisto\chictopia\camren103\159624.jpg,train,bohemian,EXPRESSIVE,"maroon,zara jacket,black,primark bag,blue,zara shorts,eggshell,massimo dutti top,peach,zara heels,",159624.jpg,camren103
D:\leo\dataset_teste\robisto\chictopia\smileforstyle\144397.jpg,train,chic,CHIC_ROMANTIC,"maroon,maurie & eve dress,ivory,cuore & pelle bag,",144397.jpg,smileforstyle
D:\leo\dataset_teste\robisto\chictopia\ssheylaaa\55221.jpg,train,rocker,EXPRESSIVE,"crimson,goodwill top,",55221.jpg,ssheylaaa
D:\leo\dataset_teste\robisto\chictopia\JessiN\55869.jpg,train,urban,TRENDY_ECLECTIC,"parka leather,h&m jacket,black backpack,vintage bag,",55869.jpg,JessiN
D:\leo\dataset_teste\robisto\chictopia\thefashionmoodboard\13003.jpg,train,bohemian,EXPRESSIVE,"handmade dress,",13003.jpg,thefashionmoodboard
D:\leo\dataset_teste\robisto\chictopia\in3gue\145027.jpg,train,rocker,EXPRESSIVE,"black,mesh see-thru,bustier,purple,transparent,mesh bra,pink,nude,bustier,black,zip-up faux leather,",145027.jpg,in3gue
D:\leo\dataset_teste\robisto\chictopia\BadTasteToast\52865.jpg,train,casual,CASUAL_BASICO,"white,heart printed,brave soul via ebay jacket,blue,element shirt,red,thrifted purse,black,mum/s bel",52865.jpg,BadTasteToast
D:\leo\dataset_teste\robisto\chictopia\GillianUang\13985.jpg,train,urban,TRENDY_ECLECTIC,"black,pumps,sammydress shoes,camel,detail bydetails shirt,brown,peplum,fashion infinity skirt,",13985.jpg,GillianUang
D:\leo\dataset_teste\robisto\chictopia\CharlotteK\74421.jpg,train,romantic,CHIC_ROMANTIC,"gold,h&m dress,eggshell,trench,orsay coat,periwinkle,h&m hat,dark brown,orsay bag,olive green,deichm",74421.jpg,CharlotteK
D:\leo\dataset_teste\robisto\chictopia\injee\137456.jpg,train,casual,CASUAL_BASICO,"blue,gap shorts,black,guess top,black,givenchy belt,",137456.jpg,injee
D:\leo\dataset_teste\robisto\chictopia\Kryz\733.jpg,train,casual,CASUAL_BASICO,"black,sm acc hat,brown,loius vuitton bag,dark khaki,levi/s pants,white,saint noir top,",733.jpg,Kryz
D:\leo\dataset_teste\robisto\chictopia\Donata\103300.jpg,train,basic,CASUAL_BASICO,"light yellow,sm kids accessories hat,heather gray,topshop blazer,black,zara pants,brown,animal print",103300.jpg,Donata
D:\leo\dataset_teste\robisto\chictopia\feelikeadoll\106434.jpg,train,romantic,CHIC_ROMANTIC,"beige,topshop dress,pink,bag,primark,pink,swedish hasbeens shoes,",106434.jpg,feelikeadoll
D:\leo\dataset_teste\robisto\chictopia\BadTasteToast\52808.jpg,train,bohemian,EXPRESSIVE,"blue,papaya via ebay dress,",52808.jpg,BadTasteToast
D:\leo\dataset_teste\robisto\chictopia\Lewi\274934.jpg,train,elegant,CHIC_ROMANTIC,"black,white house black market dress,black belt,red,charlotte russe t-shirt,black,target tights,gold",274934.jpg,Lewi
D:\leo\dataset_teste\robisto\chictopia\NastacaMaria\282394.jpg,train,comfortable,CASUAL_BASICO,"black,imitation leather,real boots,navy,jeans,bershka jeans,black,wool military style,excess jacket,",282394.jpg,NastacaMaria
D:\leo\dataset_teste\robisto\chictopia\fashionquite\47555.jpg,train,basic,CASUAL_BASICO,"camel,h&m belt,camel,mango sandals,light pink,zara skirt,silver,sfera necklace,blue,mango t-shirt,",47555.jpg,fashionquite
D:\leo\dataset_teste\robisto\chictopia\artofwore\92959.jpg,train,rocker,EXPRESSIVE,"black,picky girl jeans,black,leather,thrifted vintage jacket,ragstock sunglasses,blue,chambray,meron",92959.jpg,artofwore
D:\leo\dataset_teste\robisto\chictopia\notdressedaslamb\130471.jpg,train,romantic,CHIC_ROMANTIC,"floral,vintage from ebay dress,copper,linea bag,red,primark belt,tan,asos heels,",130471.jpg,notdressedaslamb
D:\leo\dataset_teste\robisto\chictopia\BossBill1\71138.jpg,train,classic,CASUAL_BASICO,"h&m dress,",71138.jpg,BossBill1
D:\leo\dataset_teste\robisto\chictopia\CarefreeContessa\78557.jpg,train,chic,CHIC_ROMANTIC,"birkin kelly satchel,hermes bag,",78557.jpg,CarefreeContessa
D:\leo\dataset_teste\robisto\chictopia\pucciola\100400.jpg,train,elegant,CHIC_ROMANTIC,"blue dress,black belt,black tights,black boots,",100400.jpg,pucciola
D:\leo\dataset_teste\robisto\chictopia\Pela\139327.jpg,train,romantic,CHIC_ROMANTIC,"black,h&m dress,red,h&m jacket,black leggings,",139327.jpg,Pela
D:\leo\dataset_teste\robisto\chictopia\akeachibeans\6254.jpg,train,bohemian,EXPRESSIVE,"my mums old beltå¤,belt,topshop dress,primark shoes,charity shop cardigan,",6254.jpg,akeachibeans
D:\leo\dataset_teste\robisto\chictopia\MonicaLivingInVogue\27056.jpg,train,comfortable,CASUAL_BASICO,"maxi dress worn as skirt,target dress,pleated front,banana republic shirt,express sandals,express be",27056.jpg,MonicaLivingInVogue
D:\leo\dataset_teste\robisto\chictopia\Carmena\100786.jpg,train,comfortable,CASUAL_BASICO,"asos boots,esprit jeans,peek & cloppenburg sweater,accessorize gloves,",100786.jpg,Carmena
D:\leo\dataset_teste\robisto\chictopia\katepanth\43665.jpg,train,eclectic,TRENDY_ECLECTIC,"carrot orange,romwe.com coat,",43665.jpg,katepanth
D:\leo\dataset_teste\robisto\chictopia\RedReidinghood\19107.jpg,train,urban,TRENDY_ECLECTIC,"black,beanie chicago bulls knit,chicago bulls hat,black,oversized coated denim big,mango jacket,blac",19107.jpg,RedReidinghood
D:\leo\dataset_teste\robisto\chictopia\FashionistaMommy\25353.jpg,train,chic,CHIC_ROMANTIC,"heather gray,lizard skin loafers,victoria/s secret shoes,off white,shaggy,forever 21 sweater,white,f",25353.jpg,FashionistaMommy
D:\leo\dataset_teste\robisto\chictopia\AlexBortner\110363.jpg,train,eclectic,TRENDY_ECLECTIC,"forest green,christian louboutin boots,",110363.jpg,AlexBortner
D:\leo\dataset_teste\robisto\chictopia\theaugustdiaries\33852.jpg,train,romantic,CHIC_ROMANTIC,"silk,h&m dress,",33852.jpg,theaugustdiaries
D:\leo\dataset_teste\robisto\chictopia\GoJane\6189.jpg,train,classic,CASUAL_BASICO,"ribbon accent wool fedora,hat,so destroyed high-cut shorts,shorts,rose print organza sweatshirt,swea",6189.jpg,GoJane
D:\leo\dataset_teste\robisto\chictopia\AlisonAJFoletta\7352.jpg,train,classic,CASUAL_BASICO,"off white,weekday sweater,black,vintage bag,beige,weekday shorts,black,new look flats,",7352.jpg,AlisonAJFoletta
D:\leo\dataset_teste\robisto\chictopia\BabesinVelvet\46134.jpg,train,urban,TRENDY_ECLECTIC,"black,thrifted vintage coat,",46134.jpg,BabesinVelvet
D:\leo\dataset_teste\robisto\chictopia\preoccupied_rambler\190417.jpg,train,casual,CASUAL_BASICO,"5preview t-shirt,chicwish vest,proopticals glasses,senso wedges,zara pants,",190417.jpg,preoccupied_rambler
D:\leo\dataset_teste\robisto\chictopia\CasualGlamorous\131754.jpg,train,classic,CASUAL_BASICO,"stuart weitzman boots,rag & bone jeans,forever 21 jacket,chanel bag,zara blouse,",131754.jpg,CasualGlamorous
D:\leo\dataset_teste\robisto\chictopia\Roxx\119458.jpg,train,romantic,CHIC_ROMANTIC,"black,ebay coat,black,stradivarius jeans,red,meli melo hat,red,dinodirect shirt,gold,meli melo neckl",119458.jpg,Roxx
D:\leo\dataset_teste\robisto\chictopia\canswer\193856.jpg,train,comfortable,CASUAL_BASICO,"red,payless boots,black,leather,urban outfitters jacket,black,spandex leggings,aa,gray,button-up,goo",193856.jpg,canswer
D:\leo\dataset_teste\robisto\chictopia\barbali\90487.jpg,train,trendy,TRENDY_ECLECTIC,"black,kurt geiger boots,black,asos skirt,brick red,ralph lauren cardigan,dark gray,les javottes hair",90487.jpg,barbali
D:\leo\dataset_teste\robisto\chictopia\TheFashannMonster\56535.jpg,train,trendy,TRENDY_ECLECTIC,"platform wedge,missguided boots,floral print,missguided shorts,crop,missguided top,",56535.jpg,TheFashannMonster
D:\leo\dataset_teste\robisto\chictopia\FashionSheSays\4817.jpg,train,romantic,CHIC_ROMANTIC,"blue,knit,3/1 phillip lim sweater,gold,lace,alice + olivia dress,brown,leopard,belt,white,pearl,neck",4817.jpg,FashionSheSays
D:\leo\dataset_teste\robisto\chictopia\aimee_kris665\201256.jpg,train,chic,CHIC_ROMANTIC,"white,oxford shirt,gant shirt,teal,drew bag,chloe bag,heather gray,full circle skirt,h&m skirt,sky b",201256.jpg,aimee_kris665
D:\leo\dataset_teste\robisto\chictopia\CheriChictopia\59395.jpg,train,urban,TRENDY_ECLECTIC,"black,levi/s capital e jeans,",59395.jpg,CheriChictopia
D:\leo\dataset_teste\robisto\chictopia\pwincessbebe\292049.jpg,train,romantic,CHIC_ROMANTIC,"blue,cardigan,top,white,floral,skirt,white,open-toe, sling back,shoes,brown,",292049.jpg,pwincessbebe
D:\leo\dataset_teste\robisto\chictopia\prelel\43989.jpg,train,elegant,CHIC_ROMANTIC,"black,lace,forever21 dress,off white,romwe bag,off white,jamy cardigan,black,love,dualshine bracelet",43989.jpg,prelel
D:\leo\dataset_teste\robisto\chictopia\camillae\105809.jpg,train,casual,CASUAL_BASICO,"light purple,velvet,forever 21 dress,yellow,dotted,liz clairborne blazer,black,random brand socks,he",105809.jpg,camillae
